label,video_url,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem
PERUCA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perucaSm_Prog001.mp4,True,P,NENHUM,Cabeleira postiça; arranjo feito com cabelos para colocar na cabeça.,A minha amiga tem pouco cabelo e usa peruca.,AMIG@ ME@ CABELOpouco PERUCA.,SUBSTANTIVO,Nacional
PERVERSO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/perversoSm_Prog001.mp4,True,P,NENHUM,Mau; cruel; maldoso.,"Não gosto do jeito dele, é perverso!",JEITO DEL@ EU GOSTAR-NÃO EL@ PERVERS@!,ADJETIVO,Nacional
PESADO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pesadoSm_Prog001.mp4,True,P,NENHUM,1 - Pessoa ou objeto com muito peso. 2 - De díficil tratamento; o que exige cautela e diplomacia.,"1 - Como está pesada a sua mala! 2 - A reunião de ontem teve um debate sobre assunto pesado, que nos deixou cansados.",1 - MALA SE@ PESAD@! 2 - ONTEM REUNIÃO DEBATE ASSUNTO PESAD@ NÓS CANSAD@.,ADJETIVO,Nacional
PESCADOR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pescadorSm_Prog001.mp4,True,P,PROFISSÃO/TRABALHO,Quem vive da pesca; o que faz da pescaria a sua atividade profissional.,Ontem fui à praia e fiquei admirado porque lá existem muitos pescadores.,ONTEM EU IR PRAIA ADMIRAR LÁ PESCADOR MUIT@.,SUBSTANTIVO,Nacional
PESCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pescarSm_Prog001.mp4,True,P,NENHUM,"Retirar o peixe da água com anzol, rede ou outros meios.",Meu filho gosta de pescar sozinho!,FILH@ ME@ GOSTAR PESCAR SOZINH@!,VERBO,Nacional
PESCOÇO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pescocoSm_Prog001.mp4,True,P,CORPO,Região do corpo que liga a cabeça ao tórax.,Meu pescoço está doendo!,PESCOÇO DOER!,SUBSTANTIVO,Nacional
PESO1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peso1Sm_Prog001.mp4,True,P,NENHUM,"Força expressa em quilos, exercida por um corpo sobre qualquer obstáculo que se oponha diretamente à sua queda.",Quanto você pesa?,VOCÊ PESO?,SUBSTANTIVO,Nacional
PESO2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/peso2Sm_Prog001.mp4,True,P,NENHUM,"Força exercida por um prato com alimentos sobre a balança, expressa em gramas.",Levei o meu prato do almoço para pesar.,EU coisa-planaLEVAR-PRATO PESO.,SUBSTANTIVO,Nacional
PESQUISA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pesquisaSm_Prog001.mp4,True,P,NENHUM,Exame ou estudo aprofundado e sistemático; o que permite descobrir ou determinar fatos ou teorias relativos a um campo do conhecimento.,A pesquisa de LIBRAS não é fácil!,PESQUISA LIBRAS FÁCIL NÃO!,SUBSTANTIVO,Nacional
PÊSSEGO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pessegoSm_Prog001.mp4,True,P,FRUTA,"O fruto do pessegueiro. Comestível e saboroso, serve como alimento ao natural ou em forma de sucos, doces, compotas e geléias.",A minha filha adora comer pêssego em calda.,FILH@ ME@ COMER PÊSSEGO CALDA ADORAR.,SUBSTANTIVO,Nacional
PÉSSIMO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pessimoSm_Prog001.mp4,True,P,NENHUM,Superlativo de mau; mau ao extremo.,O meu amigo fez uma prova péssima porque não estudou!,AMIG@ ME@ PROVA PÉSSIM@ EL@ ESTUDAR NÃO!,ADJETIVO,Nacional
PESSOA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pessoaSm_Prog001.mp4,False,P,NENHUM,"Ser humano, homem ou mulher.",Ela é uma pessoa muito legal!,EL@ PESSOA LEGALmuito!,SUBSTANTIVO,Nacional
PESSOA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pessoa2Sm_Prog001.mp4,True,P,NENHUM,Indivíduo; sujeito.,Aquela pessoa é muito importante. Você conhece?,AQUEL@ MULHER PESSOA IMPORTANTEmuito. VOCÊ CONHECER?,SUBSTANTIVO,Nacional
PESSOAL,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pessoalSm_Prog001.mp4,True,P,NENHUM,Particular; privativo.,Podemos conversar sobre um assunto pessoal?,ASSUNTO PESSOAL NÓS-2 CONVERSAR PODER?,ADJETIVO,Nacional
PESTANEJAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pestanejarSm_Prog001.mp4,True,P,NENHUM,Piscar; movimentar as pestanas.,Vi no ônibus uma menina que pestaneja a toda hora!,1s VER 3s ÔNIBUS MENIN@ TODA-HORA PESTANEJAR.,VERBO,Nacional
PETECA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/petecaSm_Prog001.mp4,True,P,ESPORTE/DIVERSÃO,"Peça composta por pequena base, em geral de couro, de onde sai um molho de penas coloridas. É um brinquedo muito comum. Também é usada em competições.",As crianças adoram brincar de peteca.,CRIANÇA ADORAR PETECA BRINCAR.,SUBSTANTIVO,Nacional
PETISCAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/petiscarSm_Prog001.mp4,True,P,NENHUM,"Comer salgadinhos e outras gulodices salgadas,fora das refeições principais.","Na festa, o grupo de amigos adora petiscar salgadinhos.",FESTA GRUPO AMIG@ ADORAR CARNE PETISCAR.,VERBO,Nacional
PIA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/piaSm_Prog001.mp4,True,P,HIGIENE/SAÚDE,"Recipiente de louça, pedra ou metal com torneiras ligadas à rede hidráulica, com água para lavar o rosto e as mãos (no banheiro) e louças, panelas e talheres (na cozinha).",A pia do meu banheiro quebrou.,BANHEIRO ME@ PIA QUEBRAR.,SUBSTANTIVO,Nacional
PIADA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/piadaSm_Prog001.mp4,True,P,NENHUM,"História pequena, engraçada e espirituosa; anedota.",Ontem o meu amigo contou piadas e nós não aguentávamos de tanto rir!,ONTEM AMIG@ ME@ CONTAR PIADA NÓS-GRUPO RIRmuito AGUENTAR-NÃO!,SUBSTANTIVO,Nacional
PIANO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pianoSm_Prog001.mp4,True,P,NENHUM,"Instrumento musical , dotado de teclado e pedais, com cordas percutidas por martelos de madeira revestidos de feltro.",Ela sabe tocar piano.,EL@ SABER TOCAR-PIANO.,SUBSTANTIVO,Nacional
PIÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/piaoSm_Prog001.mp4,True,P,ESPORTE/DIVERSÃO,"Brinquedo muito antigo, que quando impulsionado, deslisa em movimentos circulares.",Todos os dias o menino brinca de soltar o pião com seus amigos na rua.,TOD@-DIA MENIN@ BRINCAR R-U-A SOLTAR-PIÃO JUNTO AMIG@.,SUBSTANTIVO,Nacional
PIAUÍ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/piauiSm_Prog001.mp4,True,P,PAÍS/ESTADO/CIDADE,"Estado da região nordeste do Brasil, que tem como capital a cidade de Teresina.",Meu amigo nasceu no Piauí.,AMIG@ ME@ NASCER PIAUÍ.,SUBSTANTIVO,Nacional
PICA-PAU,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pica-pauSm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,"Ave de bico forte, com que perfura a madeira, em busca de larvas. Suas penas, pontudas, também são duras.",É difícil encontrar o pica-pau.,DIFÍCIL ENCONTRAR PASSARO PICA-PAU.,SUBSTANTIVO,Nacional
PICADA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/picadaSm_Prog001.mp4,True,P,HIGIENE/SAÚDE,"Ferimento produzido por agulha, alfinete ou outro instrumento pontiagudo; mordedura de inseto ou cobra.",Estava costurando e levei uma picada de agulha.,EU AGULHA PICADA-BRAÇO.,SUBSTANTIVO,Nacional
PICAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/picar1Sm_Prog001.mp4,True,P,NENHUM,Morder ou ferir com o ferrão ou com o bico.,A abelha picou meu braço e doeu muito.,ABELHA ONTEM PICAR-BRAÇO DOERmuito.,VERBO,Nacional
PICAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/picar2Sm_Prog001.mp4,True,P,NENHUM,Cortar em pedaços bem pequenos.,A minha mãe picou bem a carne para fazer sopa.,M-Ã-E ME@ CARNE PICAR B-E-M SOPA.,VERBO,Nacional
PICAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/picar3Sm_Prog001.mp4,True,P,NENHUM,Furar o braço ou outra área do corpo com a agulha da seringa.,O homem da farmácia picou a injeção no meu braço.,HOMEM IR FARMÁCIA PICAR-INJEÇÃO-BRAÇO.,VERBO,Nacional
PICHAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/picharSm_Prog001.mp4,True,P,NENHUM,"Usar tinta spray para escrever mensagens de vários tipos, muitas vezes em código, em muros, paredes, e outros locais públicos.",Eu vi um menino pichando o muro da sua casa.,MURO CASA SE@ 1sVER3s MENIN@ PICHAR.,VERBO,Nacional
PICOLÉ,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/picoleSm_Prog001.mp4,True,P,ALIMENTO/BEBIDA,"Massa de sorvete endurecida em um pauzinho, que lhe serve de base.",Você prefere picolé ou casquinha?,VOCÊ PREFERIR PICOLÉ CASQUINHA?,SUBSTANTIVO,Nacional
PIEDADE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/piedadeSm_Prog001.mp4,True,P,SENTIMENTOS,Compaixão; comiseração; pena.,Não quero a piedade de ninguém!,EU QUERER-NÃO PIEDADE PESSOA NADA!,SUBSTANTIVO,Nacional
PIJAMA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pijamaSm_Prog001.mp4,True,P,VESTUÁRIO/COMPLEMENTOS,"Roupa de dormir, usada por homens e mulheres, composta de calça ou short e paletó ou camisa.",Ela sempre dorme sem pijama.,EL@ DORMIR SEMPRE PIJAMA SEM.,SUBSTANTIVO,Nacional
PILAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pilarSm_Prog001.mp4,True,P,NENHUM,"Elemento vertical da estrutura de uma construção, que suporta determinada carga.","Nos apartamentos, primeiro constróem os pilares.",APARTAMENTO PRIMEIRO CONSTRUIR PILAR.,SUBSTANTIVO,Nacional
PILEQUE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pilequeSm_Prog001.mp4,True,P,NENHUM,Bebedeira; estado de quem ingeriu muita bebida alcóolica.,"O meu marido chegou tarde do trabalho, bebeu muito e está de pileque!",TRABALHO ESPOS@ ME@ CHEGAR TARDE BEBERmuito PILEQUE!,SUBSTANTIVO,Nacional
PILHA1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pilha1Sm_Prog001.mp4,True,P,APARELHO/MÁQUINA,"Pequeno aparelho gerador de corrente elétrica por reação química em dois eletrodos metálicos, sem intervenção de energia mecânica. Sem ele, determinados equipamentos fotográficos não funcionam .",Esqueci de colocar pilha na máquina fotográfica.,CONTROLE-REMOTO TELEVISÃO P-I-L-H-A ACABAR.,SUBSTANTIVO,Nacional
PILHA2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pilha2Sm_Prog001.mp4,True,P,NENHUM,"Pequeno aparelho gerador de corrente elétrica por reação química em dois eletrodos metálicos e sem intervenção de energia mecânica, sem o qual o controle remoto não funciona.",A pilha do controle remoto da televisão acabou.,EU ESQUECER PILHAcolocar MÁQUINA-FOTOGRAFIA.,SUBSTANTIVO,Nacional
PILHA3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pilha3Sm_Prog001.mp4,True,P,NENHUM,"Um monte; grande quantidade de papéis, um sobre o outro.",Eu vi a pilha de papel de rascunho que sumiu!,ONTEM 1s VER 3s PILHA PAPEL RASCUNHO SUMIR!,SUBSTANTIVO,Nacional
PILOTAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pilotarSm_Prog001.mp4,True,P,NENHUM,Dirigir; manejar a direção; fazer o aparelho voar.,Não sei pilotar o avião.,PILOTAR AVIÃO EU SABER-NÃO.,SUBSTANTIVO,Nacional
PILOTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pilotoSm_Prog001.mp4,True,P,PROFISSÃO/TRABALHO,"Aquele que tem como atividade profissional a direção de um avião, bem como de outros tipos de veículos.",Meu primo é piloto de avião e trabalha na Varig.,PRIM@ ME@ PILOTO AVIÃO TRABALHAR V-A-R-I-G.,SUBSTANTIVO,Nacional
PÍLULA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pilulaSm_Prog001.mp4,True,P,HIGIENE/SAÚDE,Pílula anticoncepcional; medicamento para evitar a concepção.,"Ela toma a pílula todos os dias, para evitar a gravidez.",EL@ TOMAR-PÍLULA TOD@-DIA GRAVIDEZ EVITAR.,SUBSTANTIVO,Nacional
PIMENTA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pimentaSm_Prog001.mp4,True,P,ALIMENTO/BEBIDA,"Fruto da pimenta; baga picante, muito usada como condimento em pó, molho ou conserva.",Na Bahia as pessoas gostam de colocar pimenta na comida.,BAHIA PESSOA GOSTAR COMIDA PIMENTA.,SUBSTANTIVO,Nacional
PIMENTÃO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pimentaoSm_Prog001.mp4,True,P,ALIMENTO/BEBIDA,"Fruto de erva do mesmo nome, muito usado como alimento ou tempero, com sabores que variam do adocicado ao picante.",Minha filha detesta pimentão.,FILH@ ME@ DETESTAR PIMENTÃO.,SUBSTANTIVO,Nacional
PINÇA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pincaSm_Prog001.mp4,True,P,HIGIENE/SAÚDE,Pequeno instrumento que serve para arrancar pêlos. É composto de duas hastes resistentes que funcionam como alavancas articuladas.,Cadê a minha pinça?,ONDE PINÇA ME@?,SUBSTANTIVO,Nacional
PINCEL1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pincel1Sm_Prog001.mp4,True,P,NENHUM,Instrumento usado para espalhar tintas e materiais semelhantes em determinadas superfícies. É composto por um cabo de madeira com tufos de pêlos em uma de suas extremidades.,Você tem o pincel para pintar?,PINTAR-PINCEL VOCÊ TER?,SUBSTANTIVO,Nacional
PINCEL2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pincel2Sm_Prog001.mp4,True,P,HIGIENE/SAÚDE,"Instrumento usado para espalhar o sabão na face, antes de cortar a barba. É composto por um cabo curto, com tufos de pêlos fixados numa das extremidades.",Antigamente os homens usavam o pincel de barbear.,ANTIG@ HOMEM PINCEL-BARBEAR.,SUBSTANTIVO,Nacional
PINGA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pingaSm_Prog001.mp4,True,P,ALIMENTO/BEBIDA,"Referência informal à aguardente, bebida alcóolica preparada da cana de açúcar.",Sempre vejo os homens tomarem pinga no bar.,B-A-R EU SEMPRE 1s VER 3s HOMEM BEBER-PINGA.,SUBSTANTIVO,Nacional
PINGAR,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pingarSm_Prog001.mp4,True,P,NENHUM,Soltar pingos; fazer cairem pingos; gotejar.,Sua tia esqueceu de fechar a torneira do banheiro e ela ficou pingando.,TI@ SE@ ESQUECER TORNEIRA-FECHAR BANHEIRO ÁGUA PINGAR.,VERBO,Nacional
PINGO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pingoSm_Prog001.mp4,False,P,NENHUM,Gota; filete de qualquer substância líquida que se desprende em pequenas quantidades.,Não ouvi nenhum pingo de água.,EU OUVIR ÁGUA PINGO NENHUM.,SUBSTANTIVO,Nacional
PINGUE-PONGUE,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pingue-pongueSm_Prog001.mp4,True,P,ESPORTE/DIVERSÃO,"Modalidade jogada sobre mesa dividida por uma rede, com duas raquetes e uma pequena bola; variação de tênis de mesa.",Os alunos gostam de jogar pingue-pongue.,A-L-U-N-O-S GOSTAR JOGAR-PINGUE-PONGUE.,SUBSTANTIVO,Nacional
PINGÜIM,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pinguimSm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,"Ave marinha, muito comum no pólo sul.","No interior de São Paulo há uma choperia famosa, com a marca Pingüim.",SÃO-PAULO INTERIOR C-H-O-P-P FAMOS@muito MARCA NOME PINGÜIM.,SUBSTANTIVO,Nacional
PINTA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintaSm_Prog001.mp4,True,P,CORPO,"Sinal grande ou pequeno, em alto ou baixo volume, que aparece no corpo ou no rosto.",Ela tem muita pinta no peito porque toma sol.,EL@ PINTA-ROSTO+ TOMAR-SOL.,SUBSTANTIVO,Nacional
PINTAR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar1Sm_Prog001.mp4,True,P,NENHUM,"Revestir ou colorir com tinta, com o uso de pincel.","O pedreiro pintou muito mal minha casa, não fez bem.",PEDREIRO CASA ME@ PINTAR M-A-L BEM NÃO.,VERBO,Nacional
PINTAR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar2Sm_Prog001.mp4,True,P,NENHUM,Colorir a superfície do papel com lápis de cor.,Na escola as crianças sempre pintam no papel com lápis.,ESCOLA CRIANÇA SEMPRE PAPEL PINTAR-LÁPIS.,VERBO,Nacional
PINTAR3,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar3Sm_Prog001.mp4,True,P,NENHUM,"Utilizar tintas, usando pinceis para criar quadros de pintura.",Ela pintou um quadro lindo!,QUADRO LIND@ EL@ PINTAR-PINCEL .,VERBO,Nacional
PINTAR4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar4Sm_Prog001.mp4,True,P,NENHUM,"Tingir os cabelos com o uso de um produto especial, para que fiquem com determinada cor.",Ontem ela pintou o cabelo que ficou horrível.,ONTEM EL@ PINTAR-CABELO VERMELH@ HORRÍVEL.,VERBO,Nacional
PINTAR5,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar5Sm_Prog001.mp4,True,P,NENHUM,"Revestir ou colorir a parede com tinta, usando uma brocha.","Meu pai pintou a casa na cor creme, com uma brocha.",P-A-I ME@ CASA PINTAR-BROCHA-PAREDE COR C-R-E-M-E.,VERBO,Nacional
PINTAR6,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar6Sm_Prog001.mp4,True,P,NENHUM,"Aplicar no rosto cosméticos para embelezamento, realce ou disfarce; maquiar.",A moça pintou o rosto suave e bonito.,MOÇ@ PINTAR-ROSTO SUAVE BONIT@.,VERBO,Nacional
PINTAR7,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar7Sm_Prog001.mp4,True,P,NENHUM,Aplicar a tinta sobre o veículo com o auxílio de uma pistola especial para esse fim.,Eu quero pintar o carro com a pistola.,EU QUERER CARRO PINTAR-COM-PISTOLA VERDE.,VERBO,Nacional
PINTAR8,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar8Sm_Prog001.mp4,True,P,NENHUM,"Passar esmalte sobre cada unha, usando o pincel que acompanha o vidro com o produto.",Amanhã eu vou pintar unha.,AMANHÃ EU PINTAR-UNHA.,VERBO,Nacional
PINTAR9,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintar9Sm_Prog001.mp4,True,P,NENHUM,"Revestir ou colorir com tinta, usando um rolo.",A minha mãe prefere pintar a casa dela com o rolo.,M-Ã-E ME@ PREFERIR PINTAR-ROLO CASA DEL@.,VERBO,Nacional
PINTO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintoSm_Prog001.mp4,True,P,ANIMAL/INSETO/PEIXE/AVE,O filhote da galinha.,Na fazenda da minha avó há cinco pintos bonitos.,V-O-V-Ô ME@ FAZENDA TER PINTO 5 BONIT@.,SUBSTANTIVO,Nacional
PINTOR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintor1Sm_Prog001.mp4,True,P,PROFISSÃO/TRABALHO,"Aquele que desenvolve profissionalmente o exercício da pintura; profissional da pintura em casas, prédios, paredes.",O meu pai era pintor.,P-A-I ME@ EX-PINTOR.,SUBSTANTIVO,Nacional
PINTOR2,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pintor2Sm_Prog001.mp4,True,P,NENHUM,Artista plástico; aquele que desenvolve profissionalmente o exercício da pintura.,O meu amigo é pintor de quadros.,EL@ AMIG@ ME@ PINTOR-QUADRO.,VERBO,Nacional
PINTURA,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pinturaSm_Prog001.mp4,True,P,NENHUM,Forma de expressão em que são usadas tintas e pincéis.,Farei o curso de pintura no próximo mês.,MÊS PRÓXIMO EU CURSO PINTURA.,SUBSTANTIVO,Nacional
PIOLHO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/piolhoSm_Prog001.mp4,True,P,NENHUM,"Inseto parasita, sugador, que durante o seu ciclo de vida é capaz de depositar cerca de 300 ovos (ou lêndeas) na cabeça do ser humano.",Na escola havia um menino com piolhos que contaminou seus amigos.,ESCOLA MENIN@ PIOLHO 3sPEGAR3s AMIG@ DEL@.,SUBSTANTIVO,Nacional
PIONEIRO,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pioneiroSm_Prog001.mp4,True,P,NENHUM,Aquele que faz em primeiro lugar: o que tem a iniciativa.,Quem foi o pioneiro na divulgação da LIBRAS?,DIVULGAÇÃO LIBRAS PIONEIR@ Q-U-E-M?,ADJETIVO,Nacional
PIOR1,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/pior1Sm_Prog001.mp4,True,P,NENHUM,O de qualidade inferior a outro.,Esse livro é pior que o seu.,ESS@ LIVRO PIOR 3sDO-QUE3s LIVRO SE@.,ADJETIVO,Nacional
